movie_id,title,user_id,rating
1,Toy Story (1995),308,4
1,Toy Story (1995),287,5
1,Toy Story (1995),148,4
1,Toy Story (1995),280,4
1,Toy Story (1995),66,3
1,Toy Story (1995),5,4
1,Toy Story (1995),109,4
1,Toy Story (1995),181,3
1,Toy Story (1995),95,5
1,Toy Story (1995),268,3
1,Toy Story (1995),189,5
1,Toy Story (1995),145,3
1,Toy Story (1995),158,4
1,Toy Story (1995),67,3
1,Toy Story (1995),232,4
1,Toy Story (1995),150,4
1,Toy Story (1995),289,3
1,Toy Story (1995),117,4
1,Toy Story (1995),49,2
1,Toy Story (1995),223,4
1,Toy Story (1995),56,4
1,Toy Story (1995),17,4
1,Toy Story (1995),340,5
1,Toy Story (1995),177,3
1,Toy Story (1995),194,4
1,Toy Story (1995),250,4
1,Toy Story (1995),213,2
1,Toy Story (1995),350,4
1,Toy Story (1995),348,4
1,Toy Story (1995),131,4
1,Toy Story (1995),106,4
1,Toy Story (1995),234,3
1,Toy Story (1995),43,5
1,Toy Story (1995),20,3
1,Toy Story (1995),246,4
1,Toy Story (1995),94,4
1,Toy Story (1995),279,3
1,Toy Story (1995),38,5
1,Toy Story (1995),128,4
1,Toy Story (1995),96,5
1,Toy Story (1995),203,3
1,Toy Story (1995),157,5
1,Toy Story (1995),311,4
1,Toy Story (1995),125,4
1,Toy Story (1995),286,4
1,Toy Story (1995),83,4
1,Toy Story (1995),301,4
1,Toy Story (1995),345,3
1,Toy Story (1995),18,5
1,Toy Story (1995),322,2
1,Toy Story (1995),64,4
1,Toy Story (1995),45,5
1,Toy Story (1995),247,4
1,Toy Story (1995),204,2
1,Toy Story (1995),271,3
1,Toy Story (1995),41,4
1,Toy Story (1995),274,4
1,Toy Story (1995),222,4
1,Toy Story (1995),15,1
1,Toy Story (1995),23,5
1,Toy Story (1995),141,3
1,Toy Story (1995),359,4
1,Toy Story (1995),374,4
1,Toy Story (1995),380,4
1,Toy Story (1995),10,4
1,Toy Story (1995),320,3
1,Toy Story (1995),160,4
1,Toy Story (1995),396,4
1,Toy Story (1995),339,5
1,Toy Story (1995),199,1
1,Toy Story (1995),422,3
1,Toy Story (1995),81,4
1,Toy Story (1995),42,5
1,Toy Story (1995),357,5
1,Toy Story (1995),26,3
1,Toy Story (1995),327,4
1,Toy Story (1995),200,5
1,Toy Story (1995),44,4
1,Toy Story (1995),256,5
1,Toy Story (1995),174,3
1,Toy Story (1995),97,4
1,Toy Story (1995),243,4
1,Toy Story (1995),101,3
1,Toy Story (1995),490,3
1,Toy Story (1995),242,4
1,Toy Story (1995),312,5
1,Toy Story (1995),325,2
1,Toy Story (1995),456,2
1,Toy Story (1995),347,4
1,Toy Story (1995),360,3
1,Toy Story (1995),450,4
1,Toy Story (1995),84,2
1,Toy Story (1995),198,4
1,Toy Story (1995),494,3
1,Toy Story (1995),525,4
1,Toy Story (1995),2,4
1,Toy Story (1995),62,2
1,Toy Story (1995),343,5
1,Toy Story (1995),298,5
1,Toy Story (1995),459,4
1,Toy Story (1995),407,4
1,Toy Story (1995),471,4
1,Toy Story (1995),535,3
1,Toy Story (1995),500,4
1,Toy Story (1995),512,4
1,Toy Story (1995),275,4
1,Toy Story (1995),252,5
1,Toy Story (1995),230,5
1,Toy Story (1995),249,4
1,Toy Story (1995),93,5
1,Toy Story (1995),514,5
1,Toy Story (1995),193,4
1,Toy Story (1995),484,5
1,Toy Story (1995),54,4
1,Toy Story (1995),75,4
1,Toy Story (1995),338,3
1,Toy Story (1995),13,3
1,Toy Story (1995),472,5
1,Toy Story (1995),541,4
1,Toy Story (1995),209,5
1,Toy Story (1995),144,4
1,Toy Story (1995),417,4
1,Toy Story (1995),454,3
1,Toy Story (1995),313,4
1,Toy Story (1995),202,3
1,Toy Story (1995),579,4
1,Toy Story (1995),447,3
1,Toy Story (1995),137,3
1,Toy Story (1995),508,5
1,Toy Story (1995),1,5
1,Toy Story (1995),569,4
1,Toy Story (1995),416,5
1,Toy Story (1995),291,5
1,Toy Story (1995),401,2
1,Toy Story (1995),479,5
1,Toy Story (1995),567,3
1,Toy Story (1995),561,2
1,Toy Story (1995),390,5
1,Toy Story (1995),162,4
1,Toy Story (1995),332,4
1,Toy Story (1995),363,2
1,Toy Story (1995),455,4
1,Toy Story (1995),394,4
1,Toy Story (1995),120,4
1,Toy Story (1995),297,3
1,Toy Story (1995),540,3
1,Toy Story (1995),231,3
1,Toy Story (1995),560,4
1,Toy Story (1995),379,4
1,Toy Story (1995),59,2
1,Toy Story (1995),99,4
1,Toy Story (1995),254,3
1,Toy Story (1995),533,4
1,Toy Story (1995),441,5
1,Toy Story (1995),292,4
1,Toy Story (1995),262,3
1,Toy Story (1995),483,4
1,Toy Story (1995),16,5
1,Toy Story (1995),592,4
1,Toy Story (1995),526,5
1,Toy Story (1995),307,5
1,Toy Story (1995),344,3
1,Toy Story (1995),649,5
1,Toy Story (1995),299,3
1,Toy Story (1995),324,5
1,Toy Story (1995),545,5
1,Toy Story (1995),517,3
1,Toy Story (1995),82,4
1,Toy Story (1995),658,4
1,Toy Story (1995),460,2
1,Toy Story (1995),622,3
1,Toy Story (1995),429,3
1,Toy Story (1995),73,2
1,Toy Story (1995),326,3
1,Toy Story (1995),330,5
1,Toy Story (1995),532,5
1,Toy Story (1995),470,3
1,Toy Story (1995),620,5
1,Toy Story (1995),263,5
1,Toy Story (1995),184,4
1,Toy Story (1995),577,5
1,Toy Story (1995),248,3
1,Toy Story (1995),699,3
1,Toy Story (1995),534,5
1,Toy Story (1995),505,3
1,Toy Story (1995),425,2
1,Toy Story (1995),691,5
1,Toy Story (1995),406,4
1,Toy Story (1995),432,2
1,Toy Story (1995),657,3
1,Toy Story (1995),305,5
1,Toy Story (1995),487,5
1,Toy Story (1995),77,5
1,Toy Story (1995),235,4
1,Toy Story (1995),151,5
1,Toy Story (1995),642,5
1,Toy Story (1995),708,5
1,Toy Story (1995),244,4
1,Toy Story (1995),735,4
1,Toy Story (1995),523,5
1,Toy Story (1995),749,4
1,Toy Story (1995),705,5
1,Toy Story (1995),636,3
1,Toy Story (1995),276,5
1,Toy Story (1995),635,4
1,Toy Story (1995),478,4
1,Toy Story (1995),381,5
1,Toy Story (1995),92,4
1,Toy Story (1995),467,4
1,Toy Story (1995),716,5
1,Toy Story (1995),763,4
1,Toy Story (1995),465,4
1,Toy Story (1995),613,4
1,Toy Story (1995),588,4
1,Toy Story (1995),676,5
1,Toy Story (1995),643,5
1,Toy Story (1995),562,2
1,Toy Story (1995),178,4
1,Toy Story (1995),677,4
1,Toy Story (1995),253,5
1,Toy Story (1995),697,5
1,Toy Story (1995),614,5
1,Toy Story (1995),798,4
1,Toy Story (1995),777,4
1,Toy Story (1995),637,4
1,Toy Story (1995),371,4
1,Toy Story (1995),290,5
1,Toy Story (1995),770,5
1,Toy Story (1995),618,4
1,Toy Story (1995),684,4
1,Toy Story (1995),89,5
1,Toy Story (1995),706,4
1,Toy Story (1995),6,4
1,Toy Story (1995),63,3
1,Toy Story (1995),674,4
1,Toy Story (1995),648,5
1,Toy Story (1995),65,3
1,Toy Story (1995),497,4
1,Toy Story (1995),731,2
1,Toy Story (1995),378,4
1,Toy Story (1995),655,2
1,Toy Story (1995),395,5
1,Toy Story (1995),835,3
1,Toy Story (1995),768,5
1,Toy Story (1995),402,5
1,Toy Story (1995),435,5
1,Toy Story (1995),134,5
1,Toy Story (1995),817,4
1,Toy Story (1995),761,1
1,Toy Story (1995),634,3
1,Toy Story (1995),807,4
1,Toy Story (1995),554,3
1,Toy Story (1995),790,3
1,Toy Story (1995),503,5
1,Toy Story (1995),486,4
1,Toy Story (1995),632,3
1,Toy Story (1995),804,5
1,Toy Story (1995),650,3
1,Toy Story (1995),831,4
1,Toy Story (1995),654,4
1,Toy Story (1995),493,3
1,Toy Story (1995),365,4
1,Toy Story (1995),710,4
1,Toy Story (1995),612,4
1,Toy Story (1995),610,4
1,Toy Story (1995),468,5
1,Toy Story (1995),296,5
1,Toy Story (1995),723,3
1,Toy Story (1995),168,5
1,Toy Story (1995),130,5
1,Toy Story (1995),488,3
1,Toy Story (1995),621,3
1,Toy Story (1995),868,4
1,Toy Story (1995),678,5
1,Toy Story (1995),663,4
1,Toy Story (1995),424,1
1,Toy Story (1995),597,3
1,Toy Story (1995),669,5
1,Toy Story (1995),885,5
1,Toy Story (1995),756,4
1,Toy Story (1995),788,3
1,Toy Story (1995),79,4
1,Toy Story (1995),727,3
1,Toy Story (1995),879,4
1,Toy Story (1995),897,5
1,Toy Story (1995),796,2
1,Toy Story (1995),887,5
1,Toy Story (1995),746,4
1,Toy Story (1995),602,4
1,Toy Story (1995),771,5
1,Toy Story (1995),580,3
1,Toy Story (1995),794,4
1,Toy Story (1995),759,5
1,Toy Story (1995),411,4
1,Toy Story (1995),872,3
1,Toy Story (1995),821,5
1,Toy Story (1995),624,4
1,Toy Story (1995),388,5
1,Toy Story (1995),744,4
1,Toy Story (1995),25,5
1,Toy Story (1995),438,4
1,Toy Story (1995),883,3
1,Toy Story (1995),921,3
1,Toy Story (1995),216,4
1,Toy Story (1995),138,4
1,Toy Story (1995),295,4
1,Toy Story (1995),789,3
1,Toy Story (1995),886,4
1,Toy Story (1995),303,5
1,Toy Story (1995),336,3
1,Toy Story (1995),893,5
1,Toy Story (1995),550,3
1,Toy Story (1995),792,4
1,Toy Story (1995),823,4
1,Toy Story (1995),773,3
1,Toy Story (1995),896,4
1,Toy Story (1995),864,5
1,Toy Story (1995),715,5
1,Toy Story (1995),913,2
1,Toy Story (1995),458,4
1,Toy Story (1995),742,4
1,Toy Story (1995),830,4
1,Toy Story (1995),733,2
1,Toy Story (1995),518,4
1,Toy Story (1995),293,2
1,Toy Story (1995),463,1
1,Toy Story (1995),630,4
1,Toy Story (1995),929,3
1,Toy Story (1995),714,3
1,Toy Story (1995),679,3
1,Toy Story (1995),924,5
1,Toy Story (1995),210,5
1,Toy Story (1995),660,3
1,Toy Story (1995),698,4
1,Toy Story (1995),764,4
1,Toy Story (1995),805,4
1,Toy Story (1995),665,4
1,Toy Story (1995),58,5
1,Toy Story (1995),251,4
1,Toy Story (1995),549,5
1,Toy Story (1995),751,3
1,Toy Story (1995),785,4
1,Toy Story (1995),609,1
1,Toy Story (1995),903,3
1,Toy Story (1995),703,4
1,Toy Story (1995),72,4
1,Toy Story (1995),826,4
1,Toy Story (1995),314,5
1,Toy Story (1995),916,4
1,Toy Story (1995),933,3
1,Toy Story (1995),387,4
1,Toy Story (1995),108,4
1,Toy Story (1995),389,4
1,Toy Story (1995),553,3
1,Toy Story (1995),182,4
1,Toy Story (1995),919,4
1,Toy Story (1995),403,4
1,Toy Story (1995),661,5
1,Toy Story (1995),815,5
1,Toy Story (1995),854,3
1,Toy Story (1995),331,1
1,Toy Story (1995),890,4
1,Toy Story (1995),124,3
1,Toy Story (1995),882,5
1,Toy Story (1995),779,4
1,Toy Story (1995),542,4
1,Toy Story (1995),852,4
1,Toy Story (1995),605,4
1,Toy Story (1995),399,4
1,Toy Story (1995),294,5
1,Toy Story (1995),870,5
1,Toy Story (1995),277,4
1,Toy Story (1995),690,4
1,Toy Story (1995),537,2
1,Toy Story (1995),838,5
1,Toy Story (1995),412,4
1,Toy Story (1995),653,4
1,Toy Story (1995),847,3
1,Toy Story (1995),201,3
1,Toy Story (1995),606,5
1,Toy Story (1995),881,4
1,Toy Story (1995),769,4
1,Toy Story (1995),664,4
1,Toy Story (1995),918,3
1,Toy Story (1995),576,4
1,Toy Story (1995),680,4
1,Toy Story (1995),536,5
1,Toy Story (1995),889,3
1,Toy Story (1995),57,5
1,Toy Story (1995),393,3
1,Toy Story (1995),521,2
1,Toy Story (1995),745,2
1,Toy Story (1995),726,4
1,Toy Story (1995),867,4
1,Toy Story (1995),70,4
1,Toy Story (1995),419,4
1,Toy Story (1995),922,5
1,Toy Story (1995),894,4
1,Toy Story (1995),599,4
1,Toy Story (1995),910,4
1,Toy Story (1995),829,4
1,Toy Story (1995),738,5
1,Toy Story (1995),901,5
1,Toy Story (1995),795,4
1,Toy Story (1995),843,3
1,Toy Story (1995),102,3
1,Toy Story (1995),757,4
1,Toy Story (1995),930,3
1,Toy Story (1995),899,3
1,Toy Story (1995),730,4
1,Toy Story (1995),121,4
1,Toy Story (1995),548,4
1,Toy Story (1995),936,4
1,Toy Story (1995),457,4
1,Toy Story (1995),793,4
1,Toy Story (1995),767,5
1,Toy Story (1995),806,4
1,Toy Story (1995),934,2
1,Toy Story (1995),822,4
1,Toy Story (1995),689,3
1,Toy Story (1995),935,3
1,Toy Story (1995),839,4
1,Toy Story (1995),495,4
1,Toy Story (1995),582,4
1,Toy Story (1995),892,5
1,Toy Story (1995),701,4
1,Toy Story (1995),721,5
1,Toy Story (1995),880,4
1,Toy Story (1995),927,5
1,Toy Story (1995),434,4
1,Toy Story (1995),865,1
1,Toy Story (1995),552,3
1,Toy Story (1995),923,3
1,Toy Story (1995),692,4
1,Toy Story (1995),917,3
1,Toy Story (1995),21,5
1,Toy Story (1995),902,5
1,Toy Story (1995),748,4
1,Toy Story (1995),938,4
1,Toy Story (1995),932,4
1,Toy Story (1995),941,5
1,Toy Story (1995),907,5
1,Toy Story (1995),265,5
1,Toy Story (1995),709,4
1,Toy Story (1995),445,3
1,Toy Story (1995),398,5
1,Toy Story (1995),682,4
1,Toy Story (1995),895,4
1,Toy Story (1995),747,5
1,Toy Story (1995),786,4
1,Toy Story (1995),800,4
1,Toy Story (1995),593,3
2,GoldenEye (1995),5,3
2,GoldenEye (1995),268,2
2,GoldenEye (1995),276,4
2,GoldenEye (1995),217,3
2,GoldenEye (1995),87,4
2,GoldenEye (1995),250,4
2,GoldenEye (1995),201,2
2,GoldenEye (1995),64,3
2,GoldenEye (1995),13,3
2,GoldenEye (1995),95,2
2,GoldenEye (1995),213,4
2,GoldenEye (1995),373,4
2,GoldenEye (1995),293,3
2,GoldenEye (1995),193,3
2,GoldenEye (1995),363,4
2,GoldenEye (1995),256,5
2,GoldenEye (1995),200,4
2,GoldenEye (1995),207,3
2,GoldenEye (1995),393,4
2,GoldenEye (1995),222,3
2,GoldenEye (1995),399,3
2,GoldenEye (1995),301,2
2,GoldenEye (1995),379,3
2,GoldenEye (1995),387,4
2,GoldenEye (1995),92,3
2,GoldenEye (1995),450,4
2,GoldenEye (1995),303,3
2,GoldenEye (1995),178,4
2,GoldenEye (1995),83,4
2,GoldenEye (1995),407,4
2,GoldenEye (1995),327,2
2,GoldenEye (1995),1,3
2,GoldenEye (1995),325,1
2,GoldenEye (1995),455,4
2,GoldenEye (1995),30,3
2,GoldenEye (1995),320,4
2,GoldenEye (1995),405,1
2,GoldenEye (1995),466,1
2,GoldenEye (1995),536,4
2,GoldenEye (1995),346,5
2,GoldenEye (1995),197,3
2,GoldenEye (1995),72,3
2,GoldenEye (1995),110,3
2,GoldenEye (1995),600,3
2,GoldenEye (1995),622,4
2,GoldenEye (1995),551,2
2,GoldenEye (1995),618,2
2,GoldenEye (1995),495,2
2,GoldenEye (1995),497,1
2,GoldenEye (1995),429,3
2,GoldenEye (1995),280,3
2,GoldenEye (1995),398,3
2,GoldenEye (1995),660,2
2,GoldenEye (1995),653,1
2,GoldenEye (1995),378,2
2,GoldenEye (1995),130,4
2,GoldenEye (1995),749,4
2,GoldenEye (1995),374,4
2,GoldenEye (1995),22,2
2,GoldenEye (1995),425,2
2,GoldenEye (1995),487,3
2,GoldenEye (1995),757,3
2,GoldenEye (1995),705,3
2,GoldenEye (1995),472,5
2,GoldenEye (1995),709,4
2,GoldenEye (1995),416,4
2,GoldenEye (1995),561,3
2,GoldenEye (1995),292,4
2,GoldenEye (1995),305,2
2,GoldenEye (1995),521,3
2,GoldenEye (1995),249,3
2,GoldenEye (1995),727,4
2,GoldenEye (1995),796,5
2,GoldenEye (1995),774,1
2,GoldenEye (1995),773,3
2,GoldenEye (1995),271,1
2,GoldenEye (1995),566,5
2,GoldenEye (1995),627,3
2,GoldenEye (1995),751,4
2,GoldenEye (1995),543,3
2,GoldenEye (1995),642,4
2,GoldenEye (1995),899,3
2,GoldenEye (1995),484,4
2,GoldenEye (1995),830,3
2,GoldenEye (1995),846,5
2,GoldenEye (1995),864,4
2,GoldenEye (1995),806,3
2,GoldenEye (1995),682,3
